doc_id,route,agent1_model,agent1_chemical,agent1_physical,agent1_biological,agent1_methodology,agent1_frame,agent1_n_items,agent1_raw,agent1_time_s,agent1_parse_error,agent1_error,kw_top_pbs,kw_top_score,agent3_model,llm_primary_pb,llm_primary_conf,llm_secondary_pbs,llm_rejected_pbs,llm_reasoning,agent3_time_s,agent3_error,total_time_s,kw_top1,kw_top1_score,critic_decision,critic_confidence,critic_reasoning,critic_target_pb,critic_candidates,critic_time_s,final_primary_pb
920f794e4330,llm_judged,qwen2.5:3b,,,,mentioned,engineering,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",0.829,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the development of algorithms to identify conditional heavy hitters in correlated data pairs, with applications in network monitoring and Markov chain modeling. The operational object is the identification of conditionally frequent items within a context, which does not align with any biophysical variables or processes from the Planetary Boundaries framework. Weak signals did not provide relevant keywords or metrics that would suggest otherwise.",5.464,,6.295,None,0,,,,,,,None
5aaab1fa33a3,llm_judged,qwen2.5:3b,mineral dust; nitrate; sulfate; ammonium; elemental carbon; primary organic matter,"AOD; Ångström exponent; PM2.5; PM10; surface concentrations of particulate matter PM2.5, PM10 and inorganic species (nitrate, sulfate and ammonium); mean temporal correlation; spatial correlation",,modelled,earth_sciences,13,"{
  ""chemical_species"": [""mineral dust"", ""nitrate"", ""sulfate"", ""ammonium"", ""elemental carbon"", ""primary organic matter""],
  ""physical_metrics"": [""AOD"", ""Ångström exponent"", ""PM2.5"", ""PM10"", ""surface concentrations of particulate matter PM2.5, PM10 and inorganic species (nitrate, sulfate and ammonium)"", ""mean temporal correlation"", ""spatial correlation""],
  ""biological_observations"": [],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",2.507,,,PB9(10),10,qwen2.5:14b,PB9,High,None,"PB1, PB4","The research models the speciation and size distribution of aerosols over a large geographical area, comparing model outputs with AERONET and EMEP measurements. The primary focus is on particulate matter (PM2.5, PM10) and inorganic species like nitrate, sulfate, and ammonium. This aligns directly with PB9's core definition of atmospheric aerosol loading, as the study quantifies these particles explicitly. Weak signals agreed with this assessment.",5.948,,8.459,PB9,10,,,,,,,PB9
366136a3d081,llm_judged,qwen2.5:3b,,,,mentioned,engineering,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",0.82,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the development and simulation of a trust model (ACO-BTM) for cloud computing environments using ant colony optimization. The primary variable analyzed is behavior trust between entities, which does not align with any biophysical planetary boundary definitions provided in the framework. Weak signals did not identify any relevant keywords or metrics related to planetary boundaries.",5.285,,6.108,None,0,,,,,,,None
8319c3cdd2d2,llm_judged,qwen2.5:3b,,optical properties; intensive parameters; smoke travel time,vegetation type of the burned biomass area; land cover type,measured,earth_sciences,5,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""optical properties"", ""intensive parameters"", ""smoke travel time""],
  ""biological_observations"": [""vegetation type of the burned biomass area"", ""land cover type""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.407,,,,0,qwen2.5:14b,PB9,High,None,"PB1, PB5","The research measures the optical properties and intensive parameters of smoke layers from biomass burning, linking these to land cover types. The focus is on aerosol pollution layers and their transport over time, which directly relates to PB9 (Atmospheric Aerosol Loading). The weak signals aligned with this interpretation as they highlighted physical metrics related to smoke travel time and optical properties.",4.919,,6.328,None,0,,,,,,,PB9
e727426383d4,llm_judged,qwen2.5:3b,pollutant,synoptic-scale flows; thermally-driven mesoscale winds; turbulent fluxes; meteorological variables; surface measurements of meteorological variables; particulate matter of less than 10 µm in diameter; nitrogen dioxide,,none,earth_sciences,8,"{
  ""chemical_species"": [""pollutant""],
  ""physical_metrics"": [
    ""synoptic-scale flows"",
    ""thermally-driven mesoscale winds"",
    ""turbulent fluxes"",
    ""meteorological variables"",
    ""surface measurements of meteorological variables"",
    ""particulate matter of less than 10 µm in diameter"",
    ""nitrogen dioxide""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured|modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",2.25,,,PB9(3),3,qwen2.5:14b,PB9,High,None,PB1,"The study focuses on modeling atmospheric circulation and pollutant dispersion in mountainous regions using high-resolution meteorological models. The primary variable measured is particulate matter of less than 10 µm in diameter, which aligns with PB9's core definition of atmospheric aerosol loading. Although the abstract mentions climate-related terms like synoptic-scale flows and thermally-driven winds, these are part of the modeling process rather than being quantified or analyzed as a primary variable.",5.673,,7.927,PB9,3,,,,,,,PB9
bb87293d7644,llm_judged,qwen2.5:3b,,,,mentioned,earth_sciences,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",7.302,,,PB1(3),3,qwen2.5:14b,None,N/A,None,PB1,"The abstract discusses theoretical and empirical aspects of global climate change governance, focusing on the interactions between public and private sectors. It does not measure or model any specific biophysical variable related to climate change but rather examines governance structures and normative questions around effective and legitimate climate action. The weak signals suggested a possible connection to PB1 due to mentions like 'climate change', but these are purely motivational and do not involve quantification or modeling of climate variables.",11.244,,18.549,PB1,3,KEEP_NONE,High,"The abstract discusses theoretical and conceptual aspects of climate governance without engaging in active measurement, modeling, or experimental treatments related to climate change. It focuses on scholarly debates rather than empirical studies.",,PB1,2.428,None
3d6573117d0b,llm_judged,qwen2.5:3b,,,,mentioned,earth_sciences,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",12.697,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses rethinking societal positions and values to address global environmental threats, emphasizing the importance of eco-ethical principles. However, it does not measure or model any specific biophysical variable related to Planetary Boundaries. The focus is on social and philosophical aspects rather than quantifying or modeling a core PB variable.",14.74,,27.44,None,0,,,,,,,None
788da8b73d1d,llm_judged,qwen2.5:3b,ionic liquid; switchgrass,,,measured,engineering,2,"{
  ""chemical_species"": [""ionic liquid"", ""switchgrass""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""engineering""
}",10.115,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the scale-up and evaluation of ionic liquid pretreatment for switchgrass, aiming to produce fermentable sugars. The operational object is the process efficiency and yield of fermentable sugars from lignocellulosic biomass using IL pretreatment. This does not directly measure or model any biophysical planetary boundary variables but rather a technological process in biofuel production. Weak signals did not provide relevant keywords for PBs, aligning with my assessment that this research falls outside the direct scope of Planetary Boundaries.",15.928,,26.045,None,0,,,,,,,None
73261bea95b6,llm_judged,qwen2.5:3b,titin,,sudden cardiac death; cardiomyopathies; channelopathies; anatomical healthy hearts; non-conclusive causes of death after comprehensive autopsy,measured,biology,6,"{
  ""chemical_species"": [""titin""],
  ""physical_metrics"": [],
  ""biological_observations"": [""sudden cardiac death"", ""cardiomyopathies"", ""channelopathies"", ""anatomical healthy hearts"", ""non-conclusive causes of death after comprehensive autopsy""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",9.768,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The research focuses on identifying genetic variants in the titin gene associated with sudden cardiac death and cardiomyopathies. The study measures rare variants in titin through next-generation sequencing, but does not quantify any biophysical variables related to Planetary Boundaries. Weak signals did not identify any relevant terms from the PB framework.",14.79,,24.56,None,0,,,,,,,None
455162266eca,llm_judged,qwen2.5:3b,,data mining; information retrieval,,mentioned,engineering,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""data mining"", ""information retrieval""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",3.837,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on developing a novel hybrid recommendation strategy to refine Collaborative Filtering (CF) by capturing non-linear user-resource dynamics. The paper does not measure or model any biophysical variables related to the Planetary Boundaries framework, and the weak signals confirm that there are no relevant physical metrics or chemical species mentioned.",57.75,,61.588,None,0,,,,,,,None
f13c652030d7,llm_judged,qwen2.5:3b,carbon; black; fires; fire; residue; savanna; fraction; formation,volatilization; sulfur; nitrogen,black carbon formation; nutrient cycling; carbon exposure; fire emissions; biospheric carbon,measured,earth_sciences,16,"{
  ""chemical_species"": [""carbon"", ""black"", ""fires"", ""fire"", ""residue"", ""savanna"", ""fraction"", ""formation""],
  ""physical_metrics"": [""volatilization"", ""sulfur"", ""hydrogen"", ""nitrogen"", ""mass"", ""radiation"", ""geophysical processes""],
  ""biological_observations"": [""black carbon formation"", ""nutrient cycling"", ""carbon exposure"", ""fire emissions"", ""biospheric carbon"", ""atmospheric CO2""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",11.883,,,PB9(3),3,qwen2.5:14b,PB9,High,None,"PB1, PB4","The abstract quantifies the formation of black carbon in savanna fire residues and correlates it with volatilization ratios of C, H, N, and S. The study measures particulate matter (black carbon) directly from field experiments, aligning closely with PB9's focus on atmospheric aerosol loading. Weak signals correctly highlighted 'black carbon' as a key term.",7.893,,19.779,PB9,3,,,,,,,PB9
ec09b2719157,llm_judged,qwen2.5:3b,dust; aerosol,46.3%; 78.4%; 21.6%,,modelled,earth_sciences,5,"{
  ""chemical_species"": [""dust"", ""aerosol""],
  ""physical_metrics"": [
    ""-138.9 Wm−2"",
    ""69.1 Wm−2"",
    ""-69.7 Wm−2"",
    ""46.3%"",
    ""78.4%"",
    ""21.6%""
  ],
  ""biological_observations"": [],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",3.182,,,PB1(3); PB9(3),3,qwen2.5:14b,PB9,High,None,PB1,"The abstract focuses on the impact of Asian dust on cloud radiative forcing, quantifying specific values for shortwave, longwave and net cloud radiative forcings. The study models the direct, indirect, and semi-direct effects of dust aerosols using satellite data and a radiative transfer model. This analysis clearly aligns with PB9 due to its focus on atmospheric aerosol loading and its impact on regional climate patterns through radiative forcing. Weak signals agreed with this assessment by highlighting 'aerosols' as a key term.",6.042,,9.227,PB1,3,,,,,,,PB9
683e518543a2,llm_judged,qwen2.5:3b,brown carbon,,,measured,chemistry,1,"{
  ""chemical_species"": [""brown carbon""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""chemistry""
}",0.936,,,,0,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB4, PB5, PB6, PB7, PB8","The research focuses on the measurement and calibration of organic carbon (OC) and elemental carbon (EC) using multi-wavelength reflectance and transmittance techniques. The primary variable being quantified is atmospheric aerosol loading, specifically particulate matter like black and brown carbon. This aligns with PB9's core definition as it involves detailed analysis of aerosols' light absorption properties and their impact on Earth’s radiation balance. Weak signals did not provide relevant keywords but the methodology section correctly identified 'measured', supporting this conclusion.",6.896,,7.835,None,0,,,,,,,PB9
496666e9b6da,llm_judged,qwen2.5:3b,aerosol; cloud; activation; cdnc; schemes,CDNC; global-scale cloud droplet number concentration (CDNC); satellite-derived/cloud optical thickness; liquid water path; column CDNC; shortwave cloud forcing,,measured,earth_sciences,11,"{
  ""chemical_species"": [""aerosol"", ""cloud"", ""activation"", ""cdnc"", ""schemes""],
  ""physical_metrics"": [""CDNC"", ""global-scale cloud droplet number concentration (CDNC)"", ""satellite-derived/cloud optical thickness"", ""liquid water path"", ""column CDNC"", ""shortwave cloud forcing""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.989,,,PB1(6); PB9(5),6,qwen2.5:14b,PB9,High,None,PB1,"The research focuses on incorporating various aerosol activation schemes into the Community Atmosphere Model to study their impact on global cloud droplet number concentration (CDNC). The primary variable measured is CDNC, which directly relates to atmospheric aerosols and their interaction with clouds. This aligns closely with PB9's core definition of atmospheric aerosol loading affecting air quality and regional climate patterns. Weak signals from the pre-processing aligned well with this conclusion.",5.408,,7.4,PB1,6,,,,,,,PB9
4f22542e7388,llm_judged,qwen2.5:3b,,topography; bathymetry; tidal dissipation; vegetation; aerosol distributions; river runoff,vegetation,modelled,earth_sciences,7,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""topography"", ""bathymetry"", ""tidal dissipation"", ""vegetation"", ""aerosol distributions"", ""river runoff""],
  ""biological_observations"": [""vegetation""],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.492,,,,0,qwen2.5:14b,PB1,High,PB9,"PB2, PB3, PB4, PB5, PB6, PB7, PB8","The abstract describes the construction of early Eocene climate model boundary conditions, focusing on variables such as topography, bathymetry, tidal dissipation, vegetation, aerosol distributions, and river runoff. The primary focus is on modeling these biophysical parameters to facilitate high-resolution climate simulations for past time periods. While the paper mentions various environmental factors, it explicitly models climate-related variables that align with PB1's core definition of human-driven alteration through greenhouse gas emissions and associated warming. Weak signals agreed with this interpretation by highlighting physical metrics relevant to climate modeling.",7.63,,9.125,None,0,,,,,,,PB1
83a1b1987b47,llm_judged,qwen2.5:3b,,TROPOMI; oxygen A-band; radiative transfer model (RTM); neural networks; iterative optimal estimation technique; cloud-free scenes; ocean and land; aerosols; UVAI,,modelled,engineering,9,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""TROPOMI"", ""oxygen A-band"", ""radiative transfer model (RTM)"", ""neural networks"", ""iterative optimal estimation technique"", ""cloud-free scenes"", ""ocean and land"", ""aerosols"", ""UVAI""],
  ""biological_observations"": [],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""engineering""
}",1.903,,,PB9(3),3,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The abstract focuses on the TROPOMI ALH product, which measures aerosol layer height over cloud-free scenes using oxygen A-band measurements and RTM calculations. The primary variable being quantified is aerosols, fitting directly into PB9's core definition of atmospheric aerosol loading. Weak signals correctly hinted at PB9 due to the mention of 'aerosols'.",5.85,,7.755,PB9,3,,,,,,,PB9
89c5bea6f4b6,llm_judged,qwen2.5:3b,,Knudsen flow; reaction mechanism,,measured,engineering,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""Knudsen flow"", ""reaction mechanism""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""engineering""
}",1.029,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract describes Knudsen flow experiments to reveal interfacial reactions on a molecular level, focusing on adsorption/desorption kinetics and quantitative uptake. The study does not measure or model any biophysical variables related to the Planetary Boundaries framework; it is purely an engineering experiment without direct environmental impact analysis. Weak signals did not identify any relevant keywords for PBs.",5.567,,6.598,None,0,,,,,,,None
ad9445fe976c,llm_judged,qwen2.5:3b,,GF; RH; dry diameter; GF-PDF; K¨ohler model; κ as function of dry diameter; number fraction of different hygroscopic groups,,measured,earth_sciences,7,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""GF"", 
    ""RH"", 
    ""dry diameter"", 
    ""GF-PDF"", 
    ""K¨ohler model"", 
    ""κ as function of dry diameter"", 
    ""number fraction of different hygroscopic groups""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.944,,,,0,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The research measures the hygroscopic growth factors (GF) of submicron aerosol particles at various relative humidities, focusing on their physical properties and diurnal patterns. This aligns with PB9's core definition as it involves atmospheric aerosols and particulate matter mechanisms. The weak signals agreed with this interpretation.",5.695,,7.643,None,0,,,,,,,PB9
83964a920703,llm_judged,qwen2.5:3b,aerosol; cloud; events; de-gassing; volcanic,cloud effective radius; cloud droplet number concentration; liquid water path; cloud fraction; albedo; ice crystal concentrations; ice water content,,none,earth_sciences,12,"{
  ""chemical_species"": [""aerosol"", ""cloud"", ""events"", ""de-gassing"", ""volcanic""],
  ""physical_metrics"": [
    ""cloud effective radius"",
    ""cloud droplet number concentration"",
    ""liquid water path"",
    ""cloud fraction"",
    ""albedo"",
    ""ice crystal concentrations"",
    ""ice water content""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured|modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",2.148,,,PB9(3),3,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The research measures the effects of volcanic aerosol emissions on cloud properties and atmospheric processes during degassing events at Kilauea volcano. The study quantifies changes in cloud effective radius, droplet number concentration, liquid water path, cloud fraction, albedo, ice crystal concentrations, and ice water content. These measurements directly relate to PB9 (Atmospheric Aerosol Loading) as the paper focuses on aerosol-cloud interactions and their impact on regional climate patterns. The weak signals agreed with this assessment.",7.05,,9.202,PB9,3,,,,,,,PB9
9164ad05c489,llm_judged,qwen2.5:3b,,aerosol; optical depth (AOD); spectral solar radiation; background conditions; fire characteristics,,measured,earth_sciences,5,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""aerosol"", ""optical depth (AOD)"", ""spectral solar radiation"", ""background conditions"", ""fire characteristics""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.31,,,PB9(3),3,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The research focuses on the microphysical and optical properties of aerosol during a mega-fire event in Siberia, using ground-based measurements of spectral solar radiation and satellite observations. The study quantifies aerosol characteristics under background conditions and compares them with data from intense fires, making it clear that the primary variable being measured is aerosol loading. This aligns directly with PB9's core definition of atmospheric aerosol loading due to human activity. Weak signals agreed with this interpretation.",6.617,,7.929,PB9,3,,,,,,,PB9
260cc6707374,llm_judged,qwen2.5:3b,DOM; DOC; DOP; DON,atmospheric ﬂuxes; dissolved organic matter (DOM); dissolved organic carbon (DOC); dissolved organic phosphorus (DOP); dissolved organic nitrogen (DON),,measured,earth_sciences,9,"{
  ""chemical_species"": [""DOM"", ""DOC"", ""DOP"", ""DON""],
  ""physical_metrics"": [""atmospheric ﬂuxes"", ""dissolved organic matter (DOM)"", ""dissolved organic carbon (DOC)"", ""dissolved organic phosphorus (DOP)"", ""dissolved organic nitrogen (DON)""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.945,,,PB1(3),3,qwen2.5:14b,PB4,High,None,PB1,"The study measures atmospheric fluxes of dissolved organic matter (DOM), including DOC, DOP, and DON, in the Mediterranean Sea. The primary focus is on quantifying these biogeochemical flows rather than climate change impacts or other planetary boundaries. Weak signals suggested a potential for PB1 due to 'climate change' keywords but this was not supported by actual measurement of climate variables.",5.041,,6.989,PB1,3,,,,,,,PB4
0672168600bf,llm_judged,qwen2.5:3b,sulfate; organics; ammonium; nitrate; methanesulfonic acid (MSA); dimethyl sulﬁde (DMS),non-refractory submicrometer aerosol mass loading; trace reactive gases methanol and acetone; average non-refractory portion of the background CCN budget; CCN concentrations; aerosol associated with ocean productivity; biomass burning aerosol; remote trans- port,particulate methanesulfonic acid (MSA); dimethyl sulﬁte (DMS),measured,earth_sciences,15,"{
  ""chemical_species"": [""sulfate"", ""organics"", ""ammonium"", ""nitrate"", ""methanesulfonic acid (MSA)"", ""dimethyl sulﬁde (DMS)""],
  ""physical_metrics"": [""non-refractory submicrometer aerosol mass loading"", ""trace reactive gases methanol and acetone"", ""average non-refractory portion of the background CCN budget"", ""CCN concentrations"", ""aerosol associated with ocean productivity"", ""biomass burning aerosol"", ""remote trans- port""],
  ""biological_observations"": [""particulate methanesulfonic acid (MSA)"", ""dimethyl sulﬁte (DMS)""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",3.273,,,PB9(5),5,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7","The abstract focuses on measuring the chemical composition and sources of marine boundary layer cloud condensation nuclei (CCN) in the eastern North Atlantic, including non-refractory submicrometer aerosol mass loading and trace reactive gases. The study quantifies aerosols and their impact on CCN concentrations, which directly relates to atmospheric aerosol loading and its effects on regional climate patterns. Weak signals agreed with this interpretation by highlighting aerosol metrics and particulate species.",6.633,,9.911,PB9,5,,,,,,,PB9
7e7db277fd49,llm_judged,qwen2.5:3b,SO2,,,measured,earth_sciences,1,"{
  ""chemical_species"": [""SO2""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.18,,,PB9(4); PB1(2),4,qwen2.5:14b,PB9,High,None,"PB1, PB4","The research measures SO2 column densities and emissions trends using satellite data from the Ozone Monitoring Instrument. The study quantifies these emissions in different regions over time, focusing on discrepancies between retrieval products and evaluating their consistency with ground-based measurements. This analysis directly addresses PB9 due to its focus on atmospheric aerosol loading through particulate matter like SO2. Weak signals suggested PB9 based on keywords related to PM2.5 and haze, which aligns well with the study's content.",6.775,,7.969,PB9,4,,,,,,,PB9
edcffe92f4f7,llm_judged,qwen2.5:3b,Zn; Pb; Mn; Sn; Ni; Cr; Cu; As; Cd; Hg; Ti; V; Ba,PM10; PM2.5; ΣTM10; ΣTM2.5; Zn; Pb; Mn; Sn; Ni; Cr; Cu; As; Cd; Hg; Ti; V; Ba,respiratory health effects on resident populations,measured,earth_sciences,31,"{
  ""chemical_species"": [""Zn"", ""Pb"", ""Mn"", ""Sn"", ""Ni"", ""Cr"", ""Cu"", ""As"", ""Cd"", ""Hg"", ""Ti"", ""V"", ""Ba""],
  ""physical_metrics"": [""PM10"", ""PM2.5"", ""ΣTM10"", ""ΣTM2.5"", ""Zn"", ""Pb"", ""Mn"", ""Sn"", ""Ni"", ""Cr"", ""Cu"", ""As"", ""Cd"", ""Hg"", ""Ti"", ""V"", ""Ba""],
  ""biological_observations"": [""respiratory health effects on resident populations""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",3.031,,,PB9(8),8,qwen2.5:14b,PB9,High,None,"PB1, PB4, PB7","The research measures the trace metal content of airborne PM10 and PM2.5 particles in six Spanish towns over a year, focusing on particulate matter health effects due to chemical differences. The primary focus is on aerosol loading and its impact on air quality, which directly aligns with PB9's core definition. Weak signals correctly highlighted PB9 as the top candidate.",5.362,,8.396,PB9,8,,,,,,,PB9
b9283c8bb52e,llm_judged,qwen2.5:3b,AOD; absorbing aerosol,MODIS (AOD); Ozone Monitoring Instrument; Cloud-Aerosol Lidar and Infrared Pathﬁnder Satellite Observations (CALIPSO) products; Mass concentration of PM10; VFM,,none,earth_sciences,7,"{
  ""chemical_species"": [""AOD"", ""absorbing aerosol""],
  ""physical_metrics"": [""MODIS (AOD)"", ""Ozone Monitoring Instrument"", ""Cloud-Aerosol Lidar and Infrared Pathﬁnder Satellite Observations (CALIPSO) products"", ""Mass concentration of PM10"", ""VFM""],
  ""biological_observations"": [],
  ""methodology"": ""measured|modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",2.127,,,PB9(8),8,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The study focuses on the spatial distribution of aerosols and particulate matter (PM10) during fog episodes in Pakistan, using satellite data from MODIS, OMI, and CALIPSO. The primary variable measured is atmospheric aerosol loading, which directly aligns with PB9's core definition. Weak signals agreed with this focus, highlighting AOD and PM10 as key physical metrics.",6.177,,8.307,PB9,8,,,,,,,PB9
d1fc7e47a220,llm_judged,qwen2.5:3b,α-pinene; organic material,,,measured,chemistry,2,"{
  ""chemical_species"": [""α-pinene"", ""organic material""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""chemistry""
}",0.988,,,PB9(3),3,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7","The research measures the chemical composition of secondary organic aerosol particles formed by dark ozonolysis of α-pinene, focusing on particle mass loading and chemical changes with varying concentrations. The study quantifies specific ratios and compositions at different loadings, clearly indicating an analysis of atmospheric aerosols rather than background context or motivational mention.",5.504,,6.495,PB9,3,,,,,,,PB9
56c7d6d62d7c,llm_judged,qwen2.5:3b,dust aerosol; single scattering albedo,short- wave radiative forcing; surface radiation quantities; aerosol shortwave direct radiative forcing (ARF); monthly averaged ARFEs (ARFs per unit aerosol optical depth at 500 nm (AOD500)); diurnal ARFs at the surface and top of the atmosphere (TOA); aerosol optical depth at 500 nm (AOD500),,none,earth_sciences,8,"{
  ""chemical_species"": [""dust aerosol"", ""single scattering albedo""],
  ""physical_metrics"": [
    ""short- wave radiative forcing"",
    ""surface radiation quantities"",
    ""aerosol shortwave direct radiative forcing (ARF)"",
    ""monthly averaged ARFEs (ARFs per unit aerosol optical depth at 500 nm (AOD500))"",
    ""diurnal ARFs at the surface and top of the atmosphere (TOA)"",
    ""aerosol optical depth at 500 nm (AOD500)""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured|modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",3.072,,,PB9(6); PB1(3),6,qwen2.5:14b,PB9,High,None,PB1,"The research measures and models the characteristics of dust aerosols, including their optical properties and short-wave radiative forcing on regional climate. The study quantifies variables such as single scattering albedo (SSA500) and aerosol optical depth at 500 nm (AOD500), which are directly related to atmospheric aerosol loading. This aligns with PB9's focus on particulate matter affecting air quality and regional climate patterns, rather than being mere background context.",6.004,,9.08,PB9,6,,,,,,,PB9
6c517c5bda80,llm_judged,qwen2.5:3b,dust,,,measured,earth_sciences,1,"{
  ""chemical_species"": [""dust"", ""samples"", ""concentrations"", ""insoluble"", ""particle""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.274,,,,0,qwen2.5:14b,PB9,High,None,"PB1, PB4, PB5, PB6, PB7","The abstract focuses on proxies and measurement techniques for mineral dust in Antarctic ice cores. The operational object is the quantification of mineral dust, which falls under atmospheric aerosol loading rather than climate change or other planetary boundaries. Weak signals suggested 'dust' as a chemical species but did not align with any specific PB vocabulary, reinforcing that this study measures particulate matter without broader biophysical analysis.",5.575,,6.851,None,0,,,,,,,PB9
08f457a29ab7,llm_judged,qwen2.5:3b,NO; O3; black carbon,,,measured,earth_sciences,3,"{
  ""chemical_species"": [""NO"", ""O3"", ""black carbon""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.091,,,PB9(3),3,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7","The abstract focuses on measurements of reactive halogen species, NO, O3, and black carbon in the marine boundary layer during field experiments. The primary variable measured is particulate matter (black carbon) and other pollutants like NO and O3, which are directly related to atmospheric aerosol loading. This aligns with PB9's core definition involving particulates and air quality monitoring. Weak signals correctly hinted at PB9 due to the presence of 'black carbon'.",6.66,,7.756,PB9,3,,,,,,,PB9
